SENDER,SENDER_NAME,SENDER_TAG,SENDER_PARENT,SENDER_CHILD_1,SENDER_CHILD_2,SENDER_CHILD_3,SENDER_TYPE_FINAL
LANMRK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LPTUCH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MAAKLK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MAXLIT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MONVEW,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MTNLIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MYGENI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NABSKT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NSPANL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OFRCRG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PNBDBD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RRBEXM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SEEDIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SMSMSG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SNPCHT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
STORMV,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UBICCR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VIJBNK,VIJAYA BANK,,FINANCIAL,BANK,,,FINANCIAL BANK  
VIPULM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
YOUBRO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ACCSLT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AMCBNK,APNA MOBILE BANKING,,FINANCIAL,WALLET,,,FINANCIAL WALLET  
BABAJB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BSKOOL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CAPVIA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CENTRL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CFLOOR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CHILLR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CHOCDY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CMATRI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DVATDL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FLIPKT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FROMBM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GIONEE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HAPITO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HLTKRT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HPINFO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IBPSPO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IMOIMO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KANAKW,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KPNSPS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KSRISK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MMONEY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MOMOES,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MWORLD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MYSHPO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NASIAR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PACKIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PRACTO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PRINCE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PRUEDU,PRUDENTIAL EDUCATION,PROMOTION,OTHERS,CLOSED COMMUNITY,PROF EDU,,OTHERS CLOSED COMMUNITY PROF EDU 
SLIDEA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SMSSDL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SMSTXT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SRAVAN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SUNDMF,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TAPFOX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TOPSTE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TRUBAL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TUPIND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UPSCEX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VAKILS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VMSSER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VOONIK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WHICHA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WNETIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ACEACT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ALDINE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ARWALR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AVANCE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CHAATZ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CPOWER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CVHTUN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DELVRY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DIGIBK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FPACFP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GVCALL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HPDBTL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IMPTXN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INYKAA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JANAMB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JATCAB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JOP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LICHFL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MDLITE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
METROI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NARYNA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NERALX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NICSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NRUPAT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PARTYC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PHONDA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
REWARD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RFNBFC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SCLUES,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SKCARS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SKRILO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
STANCH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SUNSUR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SYNDBK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TAISPA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TAM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TXTMYP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VASSER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
YTCNRN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
YUMCHK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ZARDZI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AIARKP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
APOLLO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ATHENA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BOMBBQ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BRKKIE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BSELTD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CHANDN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CHOMPZ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
COINMT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CONVRS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CTDITM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DLOANS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DOGSPT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DRIVER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ERAGHU,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EXCLSF,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FOREVR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FTRADE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GOGOPL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HCSLIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HMSHOP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HNGAMA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IIGJMU,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IIMCAT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INFORM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INNSET,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INOVSN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IPRULI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JAKHAR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JOTASI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KRISNA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MADESY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MCXLTD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MEESEV,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MGCBRK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MOSWEB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MYDEAL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MYSMRT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NEXGTV,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OMNIAP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ONEARN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ONLIME,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PARCLD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PEPSIP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
POLBAZ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PORTER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PPRFRY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
REDHOT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
REDIFF,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RELMKT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RWASMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SAMGLX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SHKSHA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SIAJEW,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SMAASH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SOFTNH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SPARTN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SSTCOM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TABCAB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TATACD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TCIXPS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TCSTAG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
THMCOK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TJSBSB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UBIRWZ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WADHWA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WEBSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ABHIJT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AMMACC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CCDSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CHBOSS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CITIAT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
COMCON,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
COSTAC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
COXKNG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CVILLA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DMRCEX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DSINGH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ETENCA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EXIDLI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FASHLT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FASTSU,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HEALTH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HUNTER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HYPCTY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ICDROE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IDEAMI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IDEAWE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IFBCRM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IIMCAL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INCFIV,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INFOSM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INMOJO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IREGIS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ITOKIO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ITQSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JAKPOT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JIOBAL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JUSTFX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JYATRA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LAFALA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LAFSHN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LALLAB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MARRYI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MAXHLT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MBLESS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MHESCH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MINDSC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MTNLET,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MYADDA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MYBILL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NIMEPG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NUVOEX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OLASTR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PMMODI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PTRENG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
QKWLLT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
QUICKP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RASILK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
REGALR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RJDOIT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RLICOL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ROZGAR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SBHSRK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SEEDOC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SMSAPP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SPORTX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SRECEP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TATAPR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TCSSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TFBARS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TGIFIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TLCIND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TTFOUR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UBERCH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UNQMSS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UTUSSD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VACODE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VERSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VKALPA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VSIPAY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ZAFIRE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ZRODHA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AIIMSD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AMYDUS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ARWBKT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ASHISH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ASTORE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AXISCC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AYATRA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BBALER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BOISTR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BTCPRO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BVICAM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CAPFST,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CATHAY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CGLIND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CHATWE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CTANOW,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DTUSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EMUDSC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EUREKA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FNPCOM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FREEPS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FRIEND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GLDGYM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GREDGE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HICARE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HOLDIQ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HOUJOY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HPGASE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IMONEY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INEXTP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ISECLD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ISENDD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JIOJOI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JOTISI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KARVYT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KCBANK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KNSBNK,KNS BANK,,FINANCIAL,BANK,,,FINANCIAL BANK  
KPAYTM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LENOVO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LOANSS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MAHGOV,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MAHIND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MKAFFE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MKMYTR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MSOLLY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NEUSRC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NOTIFY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NSDCST,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ONDOOR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OYSTER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PAISAA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PASBAZ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PIKNGO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PREPAI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PROPTY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PTHANE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PURNIK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SAHERO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SALARY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SECDBA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SERVCE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SPACDY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TOPPRS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TSPPSC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UBERHY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UBERJP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UNISTR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VMCIND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VTROAM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WALNUT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WOXSEN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WTLOSS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WWICSG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ZOOMCR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ACOSTA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ADMISN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ADVANC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ADVRSG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AIAJIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ALIENS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ALOKVP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AMWAYI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ANGELS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ATHOME,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ATMSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BABYOY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BAJAJ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BOBADC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BPLPGB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BPOJOB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BSTATL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
C-CARE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CANADA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CCAVEN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CLUBMH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CMSBSB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CNFTKT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DBALRT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DBSBNK,DBS BANK,,FINANCIAL,BANK,,,FINANCIAL BANK  
DELTRF,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DHOBLT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DOCEYE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DRISTI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EASEBZ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EATSOM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EDWISE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ESTORE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EZETAP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FELITE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FPAISA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FREEMI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GGISJP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GLOBAL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GRABDB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GRDGRP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GRESMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GUDDUN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GURUKL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HARIKR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HMCLTD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ICROWD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IIBFNM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IMMSVD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IMOSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INFOMN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INFORK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ISAGBL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JOATID,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KANKHJ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KKJHAA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KKSDHC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KLSETY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KOLJOB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KRUMMY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KVBANK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LAKHPA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LDMRKT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MBGOLD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MEDART,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MRLPOS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MYGFTR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
